time;air.T
566100.0;326.06961126513283
567000.0;326.11900213404743
567900.0;326.1926113191115
568800.0;326.2984725799721
569700.0;326.35939970592943
570600.0;326.379332993013
571500.0;326.40978975836794
572400.0;326.45351088217166
573300.0;326.5387289991378
574200.0;326.68389239532524
575100.0;326.8274362731871
576000.0;326.9366594237881
576900.0;327.0083299188577
577800.0;327.09599409203275
578700.0;327.1422525070339
579600.0;327.1679505417046
580500.0;327.1896672110024
581400.0;327.2191596262238
582300.0;327.2601607788043
583200.0;327.30871478103086
584100.0;327.12875930946205
585000.0;326.9950844352736
585900.0;326.8758206422359
586800.0;326.7715023073278
587700.0;326.6803849515203
588600.0;326.59892783782203
589500.0;326.5216195031475
590400.0;326.45115698169565
591300.0;326.3865439175743
592200.0;326.32714255837806
593100.0;326.27251509213585
594000.0;326.2223321696895
594900.0;326.17632031266777
595800.0;326.13080586191626
596700.0;326.08949898405615
597600.0;326.051941782145
598500.0;326.0177628168665
599400.0;325.98663585927795
600300.0;325.95825653341024
601200.0;325.93232920783436
602100.0;325.90855995867395
603000.0;325.88665311724475
603900.0;325.86630965515445
604800.0;325.8438009324897
605700.0;325.8227700366538
606600.0;325.80269006992336
607500.0;325.78312472108166
608400.0;325.76369061635603
609300.0;325.7440361104013
610200.0;325.7204035032153
611100.0;325.6964237969572
612000.0;325.6715711643258
612900.0;325.64542134769755
613800.0;325.61761250842085
614700.0;325.5878232669521
615600.0;325.5557603038006
616500.0;325.5211517635667
617400.0;325.4837438224615
618300.0;325.44329916861335
619200.0;325.3995964099933
620100.0;325.35133082831567
621000.0;325.31158209333466
621900.0;325.27594931007957
622800.0;325.2447529795819
623700.0;325.2198670627586
624600.0;325.1890769275627
625500.0;325.16729163721493
626400.0;325.15264843421824
627300.0;325.1290557850436
628200.0;325.07857006672117
629100.0;325.0283748151182
630000.0;324.9751633510519
630900.0;325.0116993774916
631800.0;325.04978592813006
632700.0;325.09742954386354
633600.0;325.0867598236087
634500.0;325.0242202252604
635400.0;325.0872410319075
636300.0;325.0651567908435
637200.0;325.1799789318523
638100.0;325.4563266460122
639000.0;325.7457472420888
639900.0;325.87153243756546
640800.0;325.93398111086714
641700.0;326.01734709063794
642600.0;326.0977664243766
643500.0;326.1571094762165
644400.0;326.2699613563763
645300.0;326.3853446676049
646200.0;326.5076031124892
647100.0;326.6089546854427
648000.0;326.78448401050514
648900.0;326.8547328662758
649800.0;326.9797110976026
650700.0;327.14992583999395
651600.0;327.2910193954448
652500.0;327.3099200812232
653400.0;327.3722370087919
654300.0;327.45068434853226
655200.0;327.5320368604506
656100.0;327.61584206685495
657000.0;327.74407596487663
657900.0;327.8002011768925
658800.0;327.94776090404696
659700.0;328.0412551581785
660600.0;328.08649247527165
661500.0;328.0862607038314
662400.0;328.11954843239437
663300.0;328.18426071222285
664200.0;328.2461060162598
665100.0;328.3164229325194
666000.0;328.399282787996
666900.0;328.48621037288217
667800.0;328.5518380742062
668700.0;328.60436902368036
669600.0;328.66890655455046
670500.0;328.4843304980334
671400.0;328.3341069715864
672300.0;328.2074825410341
673200.0;328.09765428466585
674100.0;328.0021001495138
675000.0;327.91340371518135
675900.0;327.83316836334063
676800.0;327.7563472222442
677700.0;327.68589803600173
678600.0;327.6209675024162
679500.0;327.5609931565858
680400.0;327.50557349037786
681300.0;327.45439333328386
682200.0;327.40718087321136
683100.0;327.36025730688976
684000.0;327.31732413148757
684900.0;327.2744871087558
685800.0;327.23531303745244
686700.0;327.19924661212127
687600.0;327.16584710759696
688500.0;327.1347366522379
689400.0;327.10557100848007
690300.0;327.0780230305855
691200.0;327.0517738250117
692100.0;327.023082034899
693000.0;326.9955827924773
693900.0;326.96874450275607
694800.0;326.9421286823055
695700.0;326.91535176639246
696600.0;326.8846375742856
697500.0;326.85360645356536
698400.0;326.8217263614933
699300.0;326.78856940184465
700200.0;326.75377171001475
701100.0;326.71701060809266
702000.0;326.6779920938421
702900.0;326.63644388856665
703800.0;326.59211187954577
704700.0;326.5447585958148
705600.0;326.4941625506427
706500.0;326.44011833286777
707400.0;326.37901092756834
708300.0;326.3146172847314
709200.0;326.2513095704185
710100.0;326.1807165492784
711000.0;326.11082853567575
711900.0;326.0348357116456
712800.0;325.9531143184609
713700.0;325.89238238060415
714600.0;325.8382438016106
715500.0;325.77484584394387
716400.0;325.70189109647157
717300.0;325.6594358692152
718200.0;325.59991540157745
719100.0;325.56334997039147
720000.0;325.57762998025936
720900.0;325.5500127816535
721800.0;325.45982922980903
722700.0;325.53401679443357
723600.0;325.6005288997702
724500.0;325.90596841127353
725400.0;325.98092877043996
726300.0;326.25850666279996
727200.0;326.2920069555241
728100.0;326.43725533942273
729000.0;326.71051107542206
729900.0;326.8012191291074
730800.0;326.79289893156664
731700.0;326.92451731385086
732600.0;327.1840147332178
733500.0;327.4106874849274
734400.0;327.5724181860229
735300.0;327.5660061836573
736200.0;327.5585438353343
737100.0;327.71014660834254
738000.0;327.93549461129015
738900.0;328.08525833887285
739800.0;328.22787124181747
740700.0;328.23592002798523
741600.0;328.3798016307475
742500.0;328.41187264329244
743400.0;328.59799503463023
744300.0;328.71821326206964
745200.0;328.77791019388076
746100.0;328.82264482829805
747000.0;328.9274225425961
747900.0;329.00142243330635
748800.0;329.0482531668003
749700.0;329.07251965210173
750600.0;329.11516262235676
751500.0;329.1378784221727
752400.0;329.15286378288243
753300.0;329.16577506450903
754200.0;329.19114115167815
755100.0;329.2218214248824
756000.0;329.2564819815459
756900.0;329.05644272338105
757800.0;328.90135152326843
758700.0;328.77110752258966
759600.0;328.6569644079613
760500.0;328.5517367757118
761400.0;328.4562063432158
762300.0;328.3648590505502
763200.0;328.28039045476095
764100.0;328.20180332340334
765000.0;328.1284593360939
765900.0;328.05992034063433
766800.0;327.99585676602163
767700.0;327.9359949598644
768600.0;327.8800871473849
769500.0;327.8278944019101
770400.0;327.77917719077726
771300.0;327.7336903929893
772200.0;327.68775482980266
773100.0;327.64505731659966
774000.0;327.6051080952973
774900.0;327.567501008072
775800.0;327.5318753879975
776700.0;327.4944686076213
777600.0;327.45890523502624
778500.0;327.42464827351665
779400.0;327.39125555949533
780300.0;327.3549138621675
781200.0;327.31921711404607
782100.0;327.2836115090843
783000.0;327.24422240718786
783900.0;327.20461316484864
784800.0;327.164218794839
785700.0;327.12259232470143
786600.0;327.0793587944208
787500.0;327.0341891696636
788400.0;326.9867856685099
789300.0;326.93344784126265
790200.0;326.877869364984
791100.0;326.8195934887806
792000.0;326.75827190884036
792900.0;326.69362582312954
793800.0;326.640237572111
794700.0;326.5960887729555
795600.0;326.55527513339763
796500.0;326.51486811273946
797400.0;326.4890837502954
798300.0;326.4699268476011
799200.0;326.4441355575828
800100.0;326.4134726498489
801000.0;326.40466781331975
801900.0;326.3998874274654
802800.0;326.3892757103476
803700.0;326.39491183888043
804600.0;326.3994485844398
805500.0;326.42410552684447
806400.0;326.47951515027825
807300.0;326.52929292041364
808200.0;326.4818479354367
809100.0;326.399030374457
810000.0;326.37481769912574
810900.0;326.6390356348426
811800.0;326.7740567861904
812700.0;326.9501293930074
813600.0;327.2175368970249
814500.0;327.45769403668646
815400.0;327.68360562541454
816300.0;327.890336883002
817200.0;328.0859868958775
818100.0;328.2819746466231
819000.0;328.46774811753414
819900.0;328.64672614167625
820800.0;328.8209352952924
821700.0;328.99470939859555
822600.0;329.16797660434247
823500.0;329.32986662450844
824400.0;329.4883694007791
825300.0;329.6425012846578
826200.0;329.7878254031998
827100.0;329.922762126081
828000.0;329.97643469974736
828900.0;329.9649911302286
829800.0;330.0161655745211
830700.0;330.1638310222643
831600.0;330.2900876615545
832500.0;330.3918453940959
833400.0;330.47441730967034
834300.0;330.5493539179511
835200.0;330.61724240297406
836100.0;330.6756265955844
837000.0;330.7432301065648
837900.0;330.8077229366308
838800.0;330.86992836379864
839700.0;330.92709562557667
840600.0;330.96938615823774
841500.0;331.0166908641301
842400.0;331.0626120597794
843300.0;330.8736037377288
844200.0;330.7212687926337
845100.0;330.58763931826536
846000.0;330.46908148943396
846900.0;330.3615736392982
847800.0;330.2649968684117
848700.0;330.1733163019834
849600.0;330.0889262271823
850500.0;330.007229183826
851400.0;329.9314351308017
852300.0;329.8608291337949
853200.0;329.7949215221202
854100.0;329.72992007458845
855000.0;329.6694724632857
855900.0;329.6130903236642
856800.0;329.5569638192643
857700.0;329.50471338158013
858600.0;329.4558190713704
859500.0;329.4064383670777
860400.0;329.36015979848474
861300.0;329.3164334037081
862200.0;329.27481538590365
863100.0;329.2349210266317
864000.0;329.1963980338203
864900.0;329.15548577743095
865800.0;329.1158081854567
866700.0;329.0768271722106
867600.0;329.038100477954
868500.0;328.9992422884208
869400.0;328.9599011543574
870300.0;328.9197476000844
871200.0;328.8750416200556
872100.0;328.82943041955616
873000.0;328.7789785202542
873900.0;328.72722804316544
874800.0;328.67361773054097
875700.0;328.6177207131954
876600.0;328.55919346471995
877500.0;328.4977467453607
878400.0;328.433129122654
879300.0;328.3699552105328
880200.0;328.3036772330956
881100.0;328.25046358591396
882000.0;328.1951337226339
882900.0;328.1495875892303
883800.0;328.1096090983413
884700.0;328.0746570243231
885600.0;328.0474883447632
886500.0;328.0241326912689
887400.0;327.9964355250584
888300.0;327.9780361294421
889200.0;327.9699921382512
890100.0;327.9716122753996
891000.0;327.9790635797297
891900.0;328.0012895176732
892800.0;328.0235991070351
893700.0;328.0581607821349
894600.0;328.10626595220634
895500.0;328.16141148894565
896400.0;328.1922564283043
897300.0;328.47750295628515
898200.0;328.72492497930506
899100.0;328.94838710729044
900000.0;329.16408787855426
900900.0;329.3733882491833
901800.0;329.57111956893056
902700.0;329.766884987588
903600.0;329.9702001138584
904500.0;330.15836838745315
905400.0;330.3472183713283
906300.0;330.52317651019456
907200.0;330.69978296758785
908100.0;330.8727259967746
909000.0;331.0356951573653
909900.0;331.1900741986928
910800.0;331.33648110751284
911700.0;331.48957931146776
912600.0;331.62589826019524
913500.0;331.7697776365974
914400.0;331.9160172364554
915300.0;332.0420651706642
916200.0;332.1648990230321
917100.0;332.276815508838
918000.0;332.36979080206277
918900.0;332.461565541746
919800.0;332.54141586557046
920700.0;332.6179496980634
921600.0;332.68721578746914
922500.0;332.7544027417558
923400.0;332.8211687394394
924300.0;332.8797869136102
925200.0;332.9471635078539
926100.0;333.0018449942745
927000.0;333.04949099808204
927900.0;333.0942924645999
928800.0;333.14830230004634
929700.0;332.9582530748918
930600.0;332.8043223064738
931500.0;332.6696018281601
932400.0;332.5468193463053
933300.0;332.4392052807432
934200.0;332.34240218701956
935100.0;332.25042619486527
936000.0;332.16570108279365
936900.0;332.0870724684631
937800.0;332.01038513454404
938700.0;331.93909738005084
939600.0;331.8726307106291
940500.0;331.80714152999406
941400.0;331.7462478245412
942300.0;331.6894439887081
943200.0;331.6363362936053
944100.0;331.5865903925446
945000.0;331.5364755052626
945900.0;331.4896485684858
946800.0;331.44560259499235
947700.0;331.4039213842079
948600.0;331.36081249195814
949500.0;331.3198849490732
950400.0;331.2805938964164
951300.0;331.24249326969573
952200.0;331.2051935480926
953100.0;331.16833787815955
954000.0;331.1315888274106
954900.0;331.0911952135863
955800.0;331.05078965345376
956700.0;331.00984448132124
957600.0;330.96793107694117
958500.0;330.9246812962075
959400.0;330.8797657742479
960300.0;330.83288185954586
961200.0;330.7837470285883
962100.0;330.72866966689116
963000.0;330.671348510897
963900.0;330.61132975908026
964800.0;330.5482668244926
965700.0;330.4853078662836
966600.0;330.4182730095366
967500.0;330.3570790650884
968400.0;330.2953357858438
969300.0;330.2178786047837
970200.0;330.1399258361877
971100.0;330.0933936371318
972000.0;330.0600013591232
972900.0;330.0636100867882
973800.0;329.9974265272712
974700.0;329.9588269556633
975600.0;329.8863385483015
976500.0;329.7942374138835
977400.0;329.7303555157071
978300.0;329.660972777942
979200.0;329.5754289971484
980100.0;329.6504011008523
981000.0;329.68561475193945
981900.0;329.676997695144
982800.0;329.55341244449033
983700.0;329.71018799543606
984600.0;329.97348586395054
985500.0;330.10373251339684
986400.0;330.31444542560615
987300.0;330.5616283259336
988200.0;330.78492166454424
989100.0;330.7912758556336
990000.0;331.0378165583382
990900.0;331.18489601697473
991800.0;331.39716091883344
992700.0;331.5656868861217
993600.0;331.7676001150552
994500.0;331.72303277815513
995400.0;331.7079001906642
996300.0;331.7158244810936
997200.0;331.699965213919
998100.0;331.9297336512123
999000.0;331.88940140317465
999900.0;331.95198889337246
1000800.0;331.94084614379824
1001700.0;331.9503933526611
1002600.0;332.0046111641718
1003500.0;332.05840791040333
1004400.0;332.0572548136542
1005300.0;332.1041177959468
1006200.0;332.11826783982497
1007100.0;332.13448393939467
1008000.0;332.1516241889019
1008900.0;332.20077048004214
1009800.0;332.2400472317438
1010700.0;332.2663755864305
1011600.0;332.28721388138473
1012500.0;332.3082430120651
1013400.0;332.3311033286608
1014300.0;332.3669870369558
1015200.0;332.4080042317692
1016100.0;332.2069015084806
1017000.0;332.0483142753517
1017900.0;331.90309536079235
1018800.0;331.7774330528654
1019700.0;331.6617296751007
1020600.0;331.55633536311785
1021500.0;331.45891249178834
1022400.0;331.3680632019314
1023300.0;331.2829252228792
1024200.0;331.19951228405654
1025100.0;331.12138037330857
1026000.0;331.0480075032683
1026900.0;330.9790087307484
1027800.0;330.91064589087915
1028700.0;330.84659180793216
1029600.0;330.7863669162983
1030500.0;330.7295872077392
1031400.0;330.6724931487819
1032300.0;330.61872508462676
1033200.0;330.5677663824388
1034100.0;330.5191952495528
1035000.0;330.4692159896686
1035900.0;330.42143575172184
1036800.0;330.3753085652412
1037700.0;330.3303877215181
1038600.0;330.28628331523606
1039500.0;330.242638225969
1040400.0;330.1991148724395
1041300.0;330.1553879872722
1042200.0;330.1111410957869
1043100.0;330.06606496347337
1044000.0;330.0198572720676
1044900.0;329.97222295237185
1045800.0;329.9228748960072
1046700.0;329.8715348381634
1047600.0;329.81793441395735
1048500.0;329.7618161109487
1049400.0;329.70293439938234
1050300.0;329.64105667507636
1051200.0;329.5759642654199
1052100.0;329.51009193004603
1053000.0;329.4450475702136
1053900.0;329.38857264332404
1054800.0;329.33624649192296
1055700.0;329.2876060622993
1056600.0;329.24360640677753
1057500.0;329.1978366169953
1058400.0;329.13340640476537
1059300.0;329.0937721433112
1060200.0;329.0501308676504
1061100.0;329.01925388413184
1062000.0;329.0091027885769
1062900.0;328.9923322077961
1063800.0;328.95339969963766
1064700.0;328.9689721009764
1065600.0;328.9892399603323
1066500.0;328.9814242595389
1067400.0;328.89330325172443
1068300.0;328.8563468749001
1069200.0;328.7216903371957
1070100.0;328.9638163064327
1071000.0;329.2438381687595
1071900.0;329.2937721936224
1072800.0;329.3349591200849
1073700.0;329.4932884433184
1074600.0;329.58140803896003
1075500.0;329.65566483803127
1076400.0;329.69512443548786
1077300.0;329.7197180840175
1078200.0;329.81980811478854
1079100.0;329.9549241456308
1080000.0;330.1702470930921
1080900.0;330.21465239772016
1081800.0;330.18062833038806
1082700.0;330.3053113019131
1083600.0;330.3113310598881
1084500.0;330.5219917359479
1085400.0;330.61275104029454
1086300.0;330.6598161824009
1087200.0;330.64533911162334
1088100.0;330.675849162825
1089000.0;330.6609463575356
1089900.0;330.68442642088957
1090800.0;330.70395849634093
1091700.0;330.70235066928416
1092600.0;330.7119408856467
1093500.0;330.72729002374035
1094400.0;330.72990100105415
1095300.0;330.75324411944524
1096200.0;330.78423424198303
1097100.0;330.8147563084885
1098000.0;330.83224841851575
1098900.0;330.85447269436327
1099800.0;330.88028797877405
1100700.0;330.90345083188157
1101600.0;330.9261254456658
1102500.0;330.7230942682235
1103400.0;330.57165771785037
1104300.0;330.4298193299152
1105200.0;330.303121599497
1106100.0;330.1897582936087
1107000.0;330.08615290517895
1107900.0;329.9867732459001
1108800.0;329.89430428939517
1109700.0;329.80774270147504
1110600.0;329.7264466330444
1111500.0;329.64654986622185
1112400.0;329.5716705891721
1113300.0;329.50131597603945
1114200.0;329.43511143738516
1115100.0;329.3727446934385
1116000.0;329.31393377007294
1116900.0;329.2584089698077
1117800.0;329.2024768677594
1118700.0;329.1498160178686
1119600.0;329.09993190550654
1120500.0;329.0524155723542
1121400.0;329.0069046820605
1122300.0;328.9596356616055
1123200.0;328.914232541388
